RT,Accuracy,Condition,SubjectID,Subjects_session,Unique_Session,Noisetimes,Intertrial,Stimtime,Spatial_frequencies,Random_rotations,Speed_cutoff,Given_feedback,N200amplitudes,N200latencies,RemoveN200,RemoveRT,Training,Artifact
NaN,NaN,6,112,1,1,0.525,1.8343,2.3083,2.6,300.44,1,1,NaN,NaN,0,1,1,0
0.74902,0,1,112,1,1,0.85,1.5421,2.7583,2.6,263.43,0,0,0.89234,0.19727,0,0,1,0
0.40332,1,1,112,1,1,0.95,1.5273,2.7833,2.4,221.45,1,2,-28.479,0.20605,0,0,1,0
NaN,NaN,1,112,1,1,0.775,1.5433,2.7083,2.4,82.101,1,2,NaN,NaN,0,1,1,0
0.42578,1,1,112,1,1,0.725,1.951,2.6333,2.4,172.6,1,2,-10.897,0.25195,0,0,1,0
0.48828,1,1,112,1,1,0.85,1.563,2.6333,2.4,188.77,1,2,-23.333,0.24512,0,0,1,0
NaN,NaN,1,112,1,1,1,1.7318,2.8333,2.4,24.832,1,2,NaN,NaN,0,0,0,0
0.41797,1,1,112,1,1,0.55,1.8731,2.2667,2.4,105.74,1,2,-50.06,0.21777,0,0,1,0
NaN,NaN,1,112,1,1,0.75,1.6387,2.3167,2.4,231.74,1,2,NaN,NaN,0,1,1,0
0.35254,1,1,112,1,1,0.875,1.5004,2.7583,2.4,252.33,1,2,-55.501,0.25098,0,0,1,0
0.38281,1,1,112,1,1,0.975,1.5954,2.9333,2.6,348.13,1,2,-9.3147,0.20703,0,0,1,0
NaN,NaN,1,112,1,1,0.725,1.6704,2.4333,2.4,216.91,1,1,NaN,NaN,0,1,0,0
NaN,NaN,1,112,1,1,0.675,1.5754,2.2167,2.4,83.364,1,2,NaN,NaN,0,1,1,0
0.4043,1,1,112,1,1,0.575,1.933,2.1417,2.6,222.58,1,2,-6.8604,0.22559,0,0,1,0
0.56641,1,1,112,1,1,0.725,1.7249,2.4583,2.4,167.07,1,2,-58.623,0.19238,0,0,1,0
NaN,NaN,1,112,1,1,0.6,1.9813,2.275,2.4,168.43,1,1,NaN,NaN,0,0,0,0
NaN,NaN,1,112,1,1,0.675,1.5307,2.2083,2.4,135.89,1,2,NaN,NaN,0,1,0,0
0.53809,1,1,112,1,1,0.5,1.7239,2.4,2.4,294.98,1,2,-93.813,0.2334,0,0,1,0
0.41992,1,1,112,1,1,0.55,1.9949,2.4917,2.4,295.51,1,2,-12.484,0.18652,0,0,1,0
NaN,NaN,1,112,1,1,0.575,1.9943,2.3667,2.6,312.19,1,1,NaN,NaN,0,1,1,0
0.44922,0,1,112,1,1,0.65,1.8532,2.5333,2.4,43.898,1,1,-22.053,0.1748,0,0,1,0
NaN,NaN,1,112,1,1,0.925,1.83,2.6917,2.4,38.749,1,2,NaN,NaN,0,1,1,0
0.43359,1,1,112,1,1,0.65,1.637,2.625,2.6,45.925,1,2,-45.478,0.17285,0,0,1,0
0.43262,0,1,112,1,1,0.825,1.9751,2.575,2.6,110.11,1,1,-24.385,0.18652,0,0,1,0
0.46387,0,1,112,1,1,0.5,1.6888,2.05,2.4,342.33,1,1,-44.482,0.22852,0,0,1,0
NaN,NaN,1,112,1,1,0.7,1.8555,2.6417,2.6,51.084,1,1,NaN,NaN,0,0,0,0
NaN,NaN,1,112,1,1,0.675,1.7322,2.25,2.4,226.93,1,1,NaN,NaN,1,0,1,0
NaN,NaN,1,112,1,1,0.775,1.8446,2.7583,2.6,215.17,1,2,NaN,NaN,0,0,0,0
0.375,0,1,112,1,1,0.55,1.9787,2.5333,2.4,305.88,1,1,-52.475,0.22363,0,0,1,0
0.38867,0,1,112,1,1,0.65,1.8659,2.3583,2.6,196.8,1,1,-26.226,0.22949,0,0,1,0
0.41504,1,1,112,1,1,0.725,1.5807,2.725,2.6,141.51,1,2,-16.158,0.1582,0,0,1,0
NaN,NaN,1,112,1,1,0.65,1.9194,2.4583,2.6,2.7678,1,2,NaN,NaN,0,1,0,0
0.51953,0,1,112,1,1,0.775,1.8546,2.75,2.4,330.41,1,1,-17.462,0.2041,0,0,1,0
NaN,NaN,1,112,1,1,0.95,1.9148,2.8167,2.4,211.23,1,1,NaN,NaN,0,0,0,0
0.47754,0,1,112,1,1,0.5,1.9225,2.3583,2.6,262.47,1,1,-57.658,0.23145,0,0,1,0
NaN,NaN,1,112,1,1,0.55,1.5446,2.5417,2.6,87.202,1,2,NaN,NaN,0,1,1,0
0.54492,0,1,112,1,1,0.675,1.7405,2.4417,2.4,183.2,1,1,-75.655,0.25977,0,0,1,0
0.72461,1,1,112,1,1,0.725,1.633,2.3083,2.6,220.72,0,0,-33.27,0.19141,0,0,1,0
NaN,NaN,1,112,1,1,0.55,1.9355,2.5,2.4,254.83,0,0,NaN,NaN,0,0,0,0
0.46094,0,1,112,1,1,0.575,1.5299,2.2667,2.6,263.06,1,1,-34.198,0.19824,0,0,1,0
0.51172,1,1,112,1,1,0.6,1.8172,2.4917,2.6,280.92,1,2,-71.502,0.20605,0,0,1,0
0.47754,1,1,112,1,1,0.675,1.5041,2.2833,2.4,239.52,1,2,-42.982,0.22754,0,0,1,0
NaN,NaN,1,112,1,1,0.825,1.7559,2.3667,2.6,112.89,1,1,NaN,NaN,0,0,0,0
0.55273,0,1,112,1,1,0.875,1.6768,2.5833,2.4,84.276,1,1,-45.113,0.18262,0,0,1,0
0.65137,1,1,112,1,1,0.925,1.5583,2.675,2.6,103.32,0,0,-13.218,0.22852,0,0,1,0
NaN,NaN,1,112,1,1,0.75,1.7267,2.725,2.6,114.86,1,1,NaN,NaN,0,1,1,0
NaN,NaN,1,112,1,1,0.825,1.9769,2.65,2.6,100.54,1,1,NaN,NaN,0,0,0,0
NaN,NaN,1,112,1,1,0.825,1.9961,2.725,2.4,127.55,1,1,NaN,NaN,0,1,0,0
0.40918,0,1,112,1,1,0.675,1.8233,2.4833,2.6,170.05,1,1,-39.872,0.27246,0,0,1,0
0.45703,1,1,112,1,1,0.6,1.7725,2.3583,2.6,138.45,1,2,-81.931,0.19922,0,0,1,0
NaN,NaN,1,112,1,1,0.8,1.8426,2.7,2.6,15.427,1,2,NaN,NaN,0,1,1,0
0.47461,1,1,112,1,1,0.95,1.6796,2.75,2.4,246.93,1,2,-43.171,0.20703,0,0,1,0
NaN,NaN,1,112,1,1,0.95,1.9382,2.8917,2.4,348.33,1,2,NaN,NaN,0,1,1,0
NaN,NaN,1,112,1,1,0.95,1.6325,2.5417,2.6,158.78,1,1,NaN,NaN,0,1,1,0
0.4209,1,1,112,1,1,0.85,1.5147,2.5833,2.6,285.3,1,2,-62.546,0.21094,0,0,1,0
0.39844,1,1,112,1,1,0.625,1.9528,2.475,2.6,185.99,1,2,-40.541,0.24121,0,0,1,0
NaN,NaN,1,112,1,1,0.925,1.6359,2.4667,2.4,102.71,1,1,NaN,NaN,0,0,0,0
NaN,NaN,1,112,1,1,0.775,1.7489,2.725,2.6,321.97,1,1,NaN,NaN,0,0,0,0
NaN,NaN,1,112,1,1,0.525,1.5893,2.0833,2.4,85.527,1,1,NaN,NaN,0,0,0,0
0.41895,0,1,112,1,1,0.825,1.6262,2.3583,2.4,119.81,1,1,-19.311,0.16504,0,0,1,0
0.49121,0,1,112,1,1,0.675,1.7392,2.5167,2.4,103.67,1,1,-50.289,0.2168,0,0,1,0
0.53906,0,1,112,1,1,0.875,1.7844,2.4083,2.6,163.1,1,1,-25.271,0.19238,0,0,1,0
NaN,NaN,1,112,1,1,0.8,1.5704,2.7833,2.4,255.73,1,1,NaN,NaN,0,1,1,0
0.46973,1,1,112,1,1,1,1.8643,2.95,2.6,99.109,1,2,-18.015,0.26465,0,0,1,0
0.38281,1,1,112,1,1,1,1.8745,2.5083,2.6,179.43,1,2,-30.638,0.22754,0,0,1,0
0.48535,0,1,112,1,1,0.7,1.7909,2.275,2.6,4.2818,1,1,-60.897,0.2002,0,0,1,0
NaN,NaN,1,112,1,1,0.575,1.577,2.2417,2.4,120.08,1,1,NaN,NaN,0,0,0,0
0.50977,1,1,112,1,1,0.75,1.8903,2.3083,2.6,311.55,1,2,-60.851,0.22461,0,0,1,0
0.38965,1,1,112,1,1,0.525,1.6862,2.2917,2.6,58.657,1,2,-73.407,0.20215,0,0,1,0
0.60352,1,1,112,1,1,0.6,1.6601,2.4333,2.6,245.45,0,0,-44.172,0.21289,0,0,1,0
0.43457,1,1,112,1,1,0.875,1.7128,2.5167,2.4,18.41,1,2,-53.459,0.19043,0,0,1,0
0.52441,1,1,112,1,1,0.825,1.8351,2.7583,2.4,310.55,1,2,-16.815,0.18359,0,0,1,0
0.43945,1,1,112,1,1,0.85,1.6301,2.3667,2.4,119,1,2,-76.47,0.2168,0,0,1,0
0.49902,1,1,112,1,1,0.675,1.5088,2.425,2.6,129.97,1,2,-62.728,0.21582,0,0,1,0
0.47852,0,1,112,1,1,0.725,1.7062,2.2917,2.4,24.868,1,1,-45.968,0.18945,0,0,1,0
0.41309,0,1,112,1,1,0.725,1.8246,2.3333,2.6,203.01,1,1,-53.579,0.22656,0,0,1,0
0.43945,0,1,112,1,1,1,1.9255,2.8167,2.6,72.281,1,1,-48.631,0.19531,0,0,1,0
NaN,NaN,1,112,1,1,0.975,1.6093,2.4833,2.6,342.04,1,2,NaN,NaN,1,0,0,0
0.64062,1,1,112,1,1,0.675,1.894,2.3583,2.4,328.67,0,0,-55.296,0.22266,0,0,1,0
0.54395,0,1,112,1,1,0.9,1.6462,2.8083,2.4,6.3904,1,1,-60.53,0.24707,0,0,1,0
NaN,NaN,1,112,1,1,0.875,1.8337,2.6917,2.4,282.51,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,112,1,1,0.9,1.5987,2.8083,2.4,139.52,1,2,NaN,NaN,0,0,0,0
0.54883,1,2,112,1,1,0.975,1.8676,2.9,2.6,284.88,1,2,-54.626,0.20801,0,0,1,0
NaN,NaN,2,112,1,1,1,1.8415,2.5667,2.6,286.44,1,1,NaN,NaN,1,0,0,0
NaN,NaN,2,112,1,1,0.7,1.6959,2.4333,2.6,273.95,1,2,NaN,NaN,0,0,0,0
0.40332,1,2,112,1,1,0.75,1.7068,2.6333,2.6,163.91,1,2,-36.016,0.21094,0,0,1,0
0.43457,1,2,112,1,1,0.65,1.5017,2.5,2.6,163.24,1,2,-56.647,0.23828,0,0,1,0
0.49023,1,2,112,1,1,0.95,1.6913,2.8917,2.4,72.113,1,2,-28.053,0.23828,0,0,1,0
NaN,NaN,2,112,1,1,0.875,1.5181,2.6167,2.4,270.18,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,112,1,1,0.625,1.5054,2.4417,2.4,121.01,1,2,NaN,NaN,0,1,1,0
0.59082,1,2,112,1,1,0.525,1.5362,2.2083,2.6,197.82,1,2,-56.178,0.26172,0,0,1,0
0.51758,1,2,112,1,1,0.95,1.62,2.8333,2.4,264.17,1,2,-39.493,0.20312,0,0,1,0
0.46777,1,2,112,1,1,0.55,1.6569,2.5,2.6,1.85,1,2,-44.712,0.18164,0,0,1,0
NaN,NaN,2,112,1,1,0.575,1.9555,2.4417,2.4,161.75,1,2,NaN,NaN,0,0,0,0
0.53906,0,2,112,1,1,0.6,1.8538,2.2,2.4,357.56,1,1,-51.93,0.25098,0,0,1,0
0.40039,1,2,112,1,1,0.925,1.81,2.4667,2.4,198.43,1,2,-23.74,0.23242,0,0,1,0
NaN,NaN,2,112,1,1,0.925,1.8744,2.625,2.4,191.24,1,2,NaN,NaN,0,0,0,0
0.49023,0,2,112,1,1,0.625,1.617,2.6167,2.4,308.85,1,1,-34.087,0.19336,0,0,1,0
NaN,NaN,2,112,1,1,0.625,1.5587,2.5333,2.6,150.57,1,1,NaN,NaN,0,0,0,0
0.59961,0,2,112,1,1,0.725,1.8702,2.2917,2.4,26.96,1,1,-27.89,0.21484,0,0,1,0
0.53027,1,2,112,1,1,0.675,1.945,2.3583,2.6,139.14,1,2,-73.659,0.19336,0,0,1,0
0.51172,1,2,112,1,1,0.575,1.8295,2.5667,2.6,63.907,1,2,-28.296,0.19434,0,0,1,0
NaN,NaN,2,112,1,1,0.75,1.8025,2.375,2.6,103.33,1,2,NaN,NaN,1,0,1,0
NaN,NaN,2,112,1,1,0.5,1.5955,2.3333,2.4,306.31,1,1,NaN,NaN,0,0,0,0
0.62305,1,2,112,1,1,0.65,1.8926,2.2583,2.6,11.012,1,2,-38.053,0.22656,0,0,1,0
0.49316,1,2,112,1,1,0.55,1.6921,2.425,2.4,334.64,1,2,-49.84,0.22363,0,0,1,0
0.76758,1,2,112,1,1,0.7,1.7393,2.675,2.6,300.65,1,2,-60.765,0.22949,0,0,1,0
0.74316,1,2,112,1,1,0.8,1.9033,2.3917,2.6,79.616,1,2,-38.529,0.20215,0,0,1,0
0.51465,1,2,112,1,1,0.8,1.9338,2.7417,2.6,207.46,1,2,-61.516,0.20801,0,0,1,0
0.46094,1,2,112,1,1,0.95,1.966,2.575,2.4,296.93,1,2,-56.076,0.22656,0,0,1,0
0.6416,1,2,112,1,1,0.825,1.5666,2.6333,2.6,243.6,1,2,-29.132,0.15137,0,0,1,0
0.68848,0,2,112,1,1,0.65,1.7379,2.6,2.6,187.29,1,1,-48.767,0.22363,0,0,1,0
0.52246,1,2,112,1,1,0.95,1.5066,2.7083,2.4,73.832,1,2,-24.016,0.20312,0,0,1,0
NaN,NaN,2,112,1,1,0.725,1.6115,2.6417,2.4,309.94,1,2,NaN,NaN,0,0,0,0
0.63379,1,2,112,1,1,1,1.5354,2.7083,2.6,186.39,1,2,-70.783,0.22852,0,0,1,0
NaN,NaN,2,112,1,1,0.925,1.8481,2.9,2.4,71.424,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,112,1,1,0.525,1.5247,2.15,2.6,88.079,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,112,1,1,0.8,1.8308,2.5333,2.6,230.55,1,1,NaN,NaN,0,0,0,0
0.54492,1,2,112,1,1,0.675,1.7963,2.2417,2.4,59.19,1,2,-57.369,0.23047,0,0,1,0
0.50879,0,2,112,1,1,0.55,1.9464,2.4583,2.4,70.1,1,1,-35.3,0.25098,0,0,1,0
0.46387,1,2,112,1,1,0.875,1.6341,2.7833,2.4,321.13,1,2,-48.905,0.21289,0,0,1,0
0.59473,0,2,112,1,1,0.8,1.6937,2.4583,2.4,318.37,1,1,-29.058,0.22656,0,0,1,0
0.56738,1,2,112,1,1,0.85,1.9308,2.7333,2.6,266.96,1,2,-38.442,0.19922,0,0,1,0
0.46387,1,2,112,1,1,0.75,1.6111,2.6917,2.4,164.22,1,2,-51.078,0.1875,0,0,1,0
0.55176,1,2,112,1,1,0.875,1.6249,2.4833,2.6,93.43,1,2,-38.032,0.21973,0,0,1,0
0.50684,1,2,112,1,1,0.8,1.7593,2.5,2.4,353.25,1,2,-49.58,0.20215,0,0,1,0
NaN,NaN,2,112,1,1,0.9,1.7838,2.825,2.6,354.83,1,1,NaN,NaN,0,0,0,0
0.58496,1,2,112,1,1,0.575,1.7449,2.3667,2.6,353.79,1,2,-41.549,0.20996,0,0,1,0
0.82617,1,2,112,1,1,0.8,1.9695,2.5333,2.6,25.024,1,2,-26.786,0.20898,0,0,1,0
0.57324,1,2,112,1,1,0.925,1.604,2.6667,2.6,315.55,1,2,-32.015,0.19922,0,0,1,0
NaN,NaN,2,112,1,1,0.75,1.7929,2.375,2.6,291.61,1,2,NaN,NaN,1,0,1,0
0.74609,1,2,112,1,1,0.975,1.9157,2.9333,2.4,219.97,1,2,-30.708,0.20312,0,0,1,0
0.56445,1,2,112,1,1,0.6,1.9413,2.2083,2.6,198.75,1,2,-14.888,0.27148,0,0,1,0
0.81641,1,2,112,1,1,0.775,1.6629,2.3583,2.4,207.23,1,2,-72.246,0.25391,0,0,1,0
0.78418,1,2,112,1,1,0.55,1.5328,2.4917,2.4,12.595,1,2,-51.57,0.2334,0,0,1,0
NaN,NaN,2,112,1,1,0.85,1.6662,2.8083,2.6,304.67,1,1,NaN,NaN,0,0,0,0
0.55176,0,2,112,1,1,0.775,1.7922,2.4333,2.4,314.84,1,1,-40.203,0.21973,0,0,1,0
NaN,NaN,2,112,1,1,0.75,1.7205,2.2833,2.4,305.78,1,1,NaN,NaN,1,0,0,0
0.71582,1,2,112,1,1,0.95,1.8953,2.6667,2.6,179.66,1,2,-39.835,0.21289,0,0,1,0
0.91895,1,2,112,1,1,0.75,1.5515,2.5667,2.4,234.9,0,0,-25.585,0.16406,0,0,1,0
NaN,NaN,2,112,1,1,0.975,1.5049,2.825,2.4,218.07,1,2,NaN,NaN,1,1,1,0
NaN,NaN,2,112,1,1,0.775,1.5023,2.35,2.6,60.305,1,2,NaN,NaN,0,0,0,0
0.66699,0,2,112,1,1,0.625,1.6459,2.6083,2.6,84.341,1,1,-50.743,0.19824,0,0,1,0
0.43945,1,2,112,1,1,0.75,1.9732,2.5583,2.4,218.12,1,2,-55.837,0.20703,0,0,1,0
0.57422,1,2,112,1,1,0.875,1.6905,2.45,2.4,126.2,1,2,11.589,0.18555,0,0,1,0
NaN,NaN,2,112,1,1,0.625,1.5124,2.6083,2.4,3.7718,1,1,NaN,NaN,1,0,0,0
0.74902,1,2,112,1,1,0.975,1.9458,2.75,2.6,319.62,1,2,-32.804,0.21582,0,0,1,0
0.52734,0,2,112,1,1,0.825,1.9854,2.7,2.6,336.85,1,1,17.926,0.20508,0,0,1,0
0.78906,0,2,112,1,1,0.975,1.9498,2.9333,2.4,275.75,1,1,-38.163,0.21094,0,0,1,0
0.71777,1,2,112,1,1,0.775,1.6391,2.725,2.6,315.48,1,2,-48.247,0.20703,0,0,1,0
0.76074,1,2,112,1,1,0.7,1.701,2.6417,2.4,302.74,1,2,-16.869,0.24023,0,0,1,0
0.50488,1,2,112,1,1,0.875,1.9157,2.7333,2.4,193.54,1,2,-34.384,0.22949,0,0,1,0
NaN,NaN,2,112,1,1,0.9,1.9329,2.525,2.6,308.17,1,1,NaN,NaN,0,0,0,0
NaN,NaN,2,112,1,1,0.625,1.5593,2.4583,2.4,300.24,1,1,NaN,NaN,0,0,0,0
NaN,NaN,2,112,1,1,0.525,1.6398,2.0417,2.6,289.62,1,1,NaN,NaN,0,0,0,0
NaN,NaN,2,112,1,1,0.7,1.7214,2.625,2.6,160.61,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,112,1,1,0.75,1.6836,2.5,2.6,275.7,1,2,NaN,NaN,0,0,0,0
0.56836,0,2,112,1,1,0.65,1.8695,2.3083,2.4,237.31,1,1,-59.646,0.2627,0,0,1,0
NaN,NaN,2,112,1,1,0.55,1.9378,2.5333,2.6,353.19,1,2,NaN,NaN,0,0,0,0
0.54004,0,2,112,1,1,1,1.806,2.7667,2.6,59.753,1,1,-45.27,0.18848,0,0,1,0
0.47168,0,2,112,1,1,0.95,1.537,2.8333,2.6,219.35,1,1,-48.783,0.21094,0,0,1,0
0.80957,0,3,112,1,1,0.925,1.9778,2.8417,2.6,41.555,1,1,-59.169,0.24219,0,0,1,0
NaN,NaN,3,112,1,1,0.85,1.5773,2.4833,2.6,260.54,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,112,1,1,0.65,1.8207,2.225,2.4,95.877,1,1,NaN,NaN,0,0,0,0
0.65137,0,3,112,1,1,0.825,1.7743,2.7,2.6,118.68,1,1,-54.276,0.24219,0,0,1,0
0.69141,1,3,112,1,1,0.55,1.7066,2.2083,2.6,280.91,1,2,-33.167,0.22363,0,0,1,0
NaN,NaN,3,112,1,1,1,1.9837,2.5833,2.6,165.64,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,112,1,1,0.95,1.9668,2.7417,2.6,202.36,1,2,NaN,NaN,0,1,0,0
0.57715,1,3,112,1,1,0.675,1.5048,2.375,2.4,24.476,1,2,-24.774,0.15234,0,0,1,0
0.49316,1,3,112,1,1,1,1.7417,2.6583,2.4,189.93,1,2,-10.354,0.20605,0,0,1,0
0.71387,0,3,112,1,1,0.725,1.5757,2.4833,2.4,115.32,1,1,-24.534,0.23926,0,0,1,0
0.49414,1,3,112,1,1,0.6,1.7755,2.3333,2.4,126.47,1,2,-66.079,0.25781,0,0,1,0
0.59082,1,3,112,1,1,0.925,1.6627,2.6667,2.6,18.441,1,2,-12.912,0.24609,0,0,1,0
0.72266,0,3,112,1,1,0.55,1.5319,2.475,2.4,109.05,1,1,-52.876,0.22363,0,0,1,0
0.75684,0,3,112,1,1,0.5,1.6538,2.325,2.4,33.902,1,1,-46.591,0.25195,0,0,1,0
0.68945,1,3,112,1,1,0.85,1.9108,2.725,2.4,315.4,1,2,-21.814,0.15234,0,0,1,0
NaN,NaN,3,112,1,1,0.5,1.5661,2.4833,2.4,210.45,1,2,NaN,NaN,0,0,0,0
0.62891,1,3,112,1,1,0.95,1.879,2.675,2.6,138.72,1,2,-57.338,0.22559,0,0,1,0
0.69336,0,3,112,1,1,0.65,1.7377,2.65,2.4,346.2,1,1,-22.047,0.14844,0,0,1,0
0.4502,1,3,112,1,1,0.975,1.596,2.5833,2.4,11.92,1,2,-21.625,0.23438,0,0,1,0
0.60645,0,3,112,1,1,0.925,1.9325,2.775,2.6,349.26,1,1,-48.57,0.21387,0,0,1,0
0.73047,1,3,112,1,1,0.775,1.9343,2.7,2.4,245.87,1,2,-35.384,0.24902,0,0,1,0
0.44629,1,3,112,1,1,0.975,1.8855,2.9083,2.4,308.67,1,2,-28.938,0.19531,0,0,1,0
0.57031,1,3,112,1,1,0.775,1.6561,2.2917,2.4,33.123,1,2,-79.503,0.25879,0,0,1,0
NaN,NaN,3,112,1,1,0.675,1.7219,2.4417,2.6,293.25,1,2,NaN,NaN,1,0,1,0
NaN,NaN,3,112,1,1,0.9,1.8215,2.45,2.4,268.84,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,112,1,1,0.925,1.5833,2.7,2.4,195.55,1,1,NaN,NaN,0,0,0,0
0.85742,0,3,112,1,1,0.775,1.7173,2.6917,2.4,220.61,1,1,-74.565,0.22559,0,0,1,0
0.48535,1,3,112,1,1,0.925,1.6284,2.675,2.4,342.15,1,2,-45.37,0.24512,0,0,1,0
NaN,NaN,3,112,1,1,0.575,1.805,2.0833,2.6,200.91,1,1,NaN,NaN,1,0,0,0
0.60645,0,3,112,1,1,0.975,1.7182,2.6167,2.6,186.61,1,1,-50.881,0.21484,0,0,1,0
0.45801,1,3,112,1,1,0.75,1.7727,2.5667,2.6,206.38,1,2,-66.887,0.24707,0,0,1,0
0.58887,0,3,112,1,1,0.875,1.7189,2.8667,2.6,23.467,1,1,-61.651,0.21973,0,0,1,0
0.64746,0,3,112,1,1,0.5,1.8384,2.1417,2.6,117.08,1,1,-70.06,0.24609,0,0,1,0
NaN,NaN,3,112,1,1,0.925,1.88,2.6917,2.6,125.62,1,1,NaN,NaN,0,0,0,0
0.60449,0,3,112,1,1,0.575,1.9541,2.4083,2.4,272.09,1,1,-38.632,0.20605,0,0,1,0
NaN,NaN,3,112,1,1,0.625,1.579,2.55,2.4,49.378,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,112,1,1,0.55,1.9983,2.25,2.4,357.27,1,2,NaN,NaN,0,1,0,0
NaN,NaN,3,112,1,1,0.9,1.9328,2.525,2.4,272.67,1,2,NaN,NaN,0,1,0,0
NaN,NaN,3,112,1,1,1,1.6078,2.5417,2.6,24.312,1,1,NaN,NaN,0,1,1,0
0.38672,0,3,112,1,1,0.725,1.9978,2.5583,2.6,311.76,1,1,-64.464,0.21094,0,0,1,0
NaN,NaN,3,112,1,1,0.9,1.7336,2.4833,2.4,329.63,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,112,1,1,0.575,1.5436,2.5417,2.4,110.91,1,1,NaN,NaN,0,0,0,0
NaN,NaN,3,112,1,1,0.95,1.7859,2.6917,2.4,158.18,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,112,1,1,0.9,1.672,2.6917,2.4,297.86,1,2,NaN,NaN,0,1,1,0
0.50977,0,3,112,1,1,0.75,1.9485,2.2833,2.4,1.9023,1,1,-65.886,0.26562,0,0,1,0
NaN,NaN,3,112,1,1,0.825,1.9121,2.375,2.6,94.674,1,1,NaN,NaN,0,1,1,0
0.53711,0,3,112,1,1,0.625,1.6274,2.5333,2.4,161.25,1,1,-80.813,0.21094,0,0,1,0
0.41992,1,3,112,1,1,1,1.9796,2.575,2.4,274.75,1,2,-98.839,0.21387,0,0,1,0
0.62109,1,3,112,1,1,0.825,1.6073,2.4583,2.6,120.48,1,2,-75.501,0.21582,0,0,1,0
0.59961,1,3,112,1,1,0.775,1.9998,2.4667,2.6,65.641,1,2,-54.92,0.22168,0,0,1,0
0.5498,1,3,112,1,1,0.8,1.6968,2.6,2.4,80.76,1,2,-18.204,0.20508,0,0,1,0
NaN,NaN,3,112,1,1,0.525,1.891,2.25,2.4,293.28,1,2,NaN,NaN,1,0,0,0
NaN,NaN,3,112,1,1,0.675,1.6962,2.325,2.6,229.89,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,112,1,1,0.775,1.6487,2.45,2.6,65.361,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,112,1,1,0.725,1.5288,2.4167,2.4,187.92,1,2,NaN,NaN,1,0,1,0
0.52637,1,3,112,1,1,0.65,1.6886,2.5667,2.6,8.8564,1,2,-86.124,0.19922,0,0,1,0
0.59863,1,3,112,1,1,1,1.6824,2.5583,2.6,321.28,1,2,-59.56,0.25879,0,0,1,0
0.64355,0,3,112,1,1,0.675,1.8984,2.5417,2.4,47.381,1,1,-44.706,0.23438,0,0,1,0
NaN,NaN,3,112,1,1,0.975,1.6951,2.8833,2.6,267.04,1,1,NaN,NaN,0,0,0,0
NaN,NaN,3,112,1,1,0.9,1.7394,2.5,2.6,89.817,1,1,NaN,NaN,0,0,0,0
NaN,NaN,3,112,1,1,0.775,1.6873,2.5167,2.6,52.199,1,1,NaN,NaN,0,0,0,0
NaN,NaN,3,112,1,1,0.875,1.5938,2.7,2.6,24.854,1,2,NaN,NaN,0,1,1,0
0.57422,0,3,112,1,1,0.675,1.6905,2.6583,2.6,152.24,1,1,-31.478,0.22266,0,0,1,0
0.63281,0,3,112,1,1,0.5,1.5035,2.4083,2.6,130.68,1,1,-37.744,0.17285,0,0,1,0
NaN,NaN,3,112,1,1,1,1.5947,2.9417,2.6,61.947,1,2,NaN,NaN,1,0,0,0
0.4834,0,3,112,1,1,0.8,1.7166,2.6917,2.4,40.157,1,1,-23.219,0.26172,0,0,1,0
NaN,NaN,3,112,1,1,0.575,1.671,2.3833,2.4,58.902,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,112,1,1,0.875,1.7056,2.5333,2.6,347.12,1,1,NaN,NaN,0,1,1,0
0.35254,1,3,112,1,1,0.85,1.8758,2.7083,2.6,95.555,1,2,-38.205,0.17285,0,0,1,0
NaN,NaN,3,112,1,1,0.775,1.8689,2.6167,2.6,183.81,1,2,NaN,NaN,0,1,1,0
0.52148,0,3,112,1,1,0.5,1.7599,2.2833,2.4,235.12,1,1,-9.4926,0.16406,0,0,1,0
NaN,NaN,3,112,1,1,0.85,1.5152,2.8417,2.4,29.772,1,1,NaN,NaN,0,1,0,0
0.53418,1,3,112,1,1,0.725,1.7421,2.7083,2.6,287.36,1,2,-54.903,0.21191,0,0,1,0
NaN,NaN,3,112,1,1,0.525,1.9558,2.3333,2.4,137.03,1,1,NaN,NaN,1,0,0,0
0.42285,0,3,112,1,1,0.675,1.7182,2.6167,2.6,71.382,1,1,-25.488,0.21582,0,0,1,0
NaN,NaN,3,112,1,1,0.6,1.6228,2.5,2.4,3.2305,1,2,NaN,NaN,0,0,0,0
0.41992,0,3,112,1,1,0.75,1.6753,2.675,2.6,93.077,1,1,-47.957,0.19238,0,0,1,0
